id,dominant,brightness,unique_color,cornerP,edgeP
929571-KWUZRXZU-6.jpg,whites,190.089304964539,7444,0.22,2.99
1943604-QZSJRELK-6.jpg,whites,133.45507947805456,10033,0.98,6.05
4049789-MRJJMBKZ-6.jpg,whites,88.29859829059829,9963,0.27,5.27
4372381-LYZRHIFS-6.jpg,whites,163.06045155555555,14506,1.19,14.42
3823129-LXAWOSYD-6.jpg,whites,173.24184615384615,7981,0.36,7.19
920446-PVSIMVMM-6.jpg,whites,165.94633955555557,14654,2.13,19.78
2857864-GNIAMYKG-6.jpg,whites,148.13810436634716,15767,2.81,26.64
1619566-NXBUOFUI-6.jpg,whites,95.14865949820789,13631,0.89,8.88
959547-RQXLAFMW-6.jpg,whites,88.118688057041,14018,2.65,11.77
2902518-OSYZUHXX-6.jpg,whites,160.41079492317968,9467,0.6,3.47
3906871-QJLKSLQF-6.jpg,whites,102.85855319148936,15113,1.46,15.92
990354-WEMHBQFT-6.jpg,whites,172.39909789343247,14014,2.24,17.37
1532213-UDXRAMCE-6.jpg,whites,121.87503232998885,13489,0.35,8.42
3499303-YOCXFVXW-6.jpg,whites,141.14807466666667,3351,0.09,3.51
4528995-ZEWAJWHI-6.jpg,whites,163.98664631043258,8023,1.55,10.58
2880045-FBUTXXGO-6.jpg,whites,167.3822009569378,9447,2.2,20.01
1018924-6.jpg,whites,109.74399427753934,7177,0.46,7.67
940666-6.jpg,whites,147.02005361930296,15620,0.15,13.83
2690302-VUNNIPDD-6.jpg,whites,94.5614372881356,8388,0.1,2.42
4095071-XOYLUHFO-6.jpg,whites,154.31777483443707,11016,0.81,10.77
4061503-WFCNYFYU-6.jpg,whites,90.93855258467023,12869,1.92,3.54
1543011-VCITNAGY-6.jpg,whites,149.5156339869281,13118,0.53,12.66
2774157-TJMIFAIE-6.jpg,whites,159.0446467931346,7464,0.13,4.12
3877633-OEAWDWRG-6.jpg,whites,100.05079181708784,9508,0.85,6.32
962938-6.jpg,whites,120.80253968253969,11650,0.47,6.05
4190427-RMIYBXEL-6.jpg,whites,115.26417239057238,13959,0.1,6.34
1450179-XVUJAZKP-6.jpg,whites,166.6388348134991,9918,0.15,4.18
920961-QKXOANBJ-6.jpg,whites,113.22388174427199,9934,0.18,4.17
3730285-OXOLJGNX-6.jpg,whites,149.37684266666668,10548,0.12,4.01
2584897-SGWSTXXK-6.jpg,whites,176.61283430799222,13806,0.18,5.96
2807688-BVTLSQBW-6.jpg,whites,205.91325523012551,5767,1.89,9.26
933900-OBWQUWVP-6.jpg,whites,165.3578203957382,9889,0.09,4.84
815590-6.jpg,whites,82.08885608856089,15157,0.97,15.55
1723679-LSUXZXIY-6.jpg,whites,143.7821560283688,14677,1.31,16.86
3203593-XNLOMIUK-6.jpg,whites,139.3822459893048,12994,1.4,5.87
2511500-ZFJALYMT-6.jpg,whites,126.16662656641604,11047,0.8,1.99
4198699-PNKKXKDR-6.jpg,whites,127.68271386430679,11119,0.42,6.52
992731-6.jpg,whites,86.49255406613047,15709,2.13,22.21
1111249-6.jpg,whites,151.40968533333333,15396,1.36,12.76
2817216-UMSQESEF-6.jpg,whites,170.27767741935483,9994,0.17,1.44
950933-6.jpg,whites,106.22906666666667,6706,1.23,7.84
3264984-MBPTNFPW-6.jpg,whites,117.10061620185922,15801,5.14,29.94
2912789-CTMTUWTV-6.jpg,whites,214.06496331738438,3666,0.39,0.0
635735-6.jpg,whites,137.03013397901535,12581,0.16,6.8
1768178-NLCQVQBG-6.jpg,whites,82.82354761904762,9936,2.13,15.73
909178-6.jpg,whites,198.0448680425266,8651,0.7,9.21
1186510-MKMMPISM-6.jpg,whites,182.9744486692015,5947,0.14,6.58
3043186-JUOWUNVA-6.jpg,whites,174.79429718875502,11513,0.65,4.69
4176101-CBJFRMZG-6.jpg,whites,170.955392,8254,1.45,9.21
2185317-JMQKPWIA-6.jpg,whites,168.22391272727273,13588,1.27,14.95
954166-RROOIFDB-6.jpg,whites,136.57745003103662,12640,1.31,15.02
3728527-AZLNCPYJ-6.jpg,whites,177.56200116346713,8975,0.26,4.38
1645831-LDJKYNIB-6.jpg,whites,101.7071871657754,15780,0.37,11.36
2150766-GSFBPEJR-6.jpg,whites,118.15827718550106,12557,5.63,20.89
4301933-JWMDUFXV-6.jpg,whites,162.38362105263158,16131,3.73,29.47
910374-MUNUQYFQ-6.jpg,whites,180.21557333333334,11684,0.63,2.89
3854191-RBIWTYPO-6.jpg,whites,177.0992339297548,12258,0.18,3.34
1956966-PABIKXSI-6.jpg,whites,103.95541637010676,11388,0.79,5.21
832621-RUAXUTVQ-6.jpg,whites,153.86177777777777,9688,0.17,3.53
2068666-ZYFJLHZD-6.jpg,whites,142.26408815426998,11761,0.89,7.14
3777779-BGHMQBIO-6.jpg,whites,223.5062339418526,2284,0.03,0.97
976716-YDMDXNCV-6.jpg,whites,179.06785422222222,9125,0.24,4.96
3659799-JZCGTSJH-6.jpg,whites,191.91434129089302,3354,0.46,4.95
4322955-ZNAEOKGS-6.jpg,whites,89.14313244444445,12565,0.64,10.43
1993012-GGBWQRAX-6.jpg,whites,127.21528507596068,16032,0.51,11.62
905515-6.jpg,whites,153.85205890227576,11267,0.2,7.28
2083199-BAULTSQT-6.jpg,whites,179.749338731444,14386,0.34,10.75
3997327-YCWGBHEM-6.jpg,whites,152.47747909967845,13138,0.13,3.87
4508703-THKKEQMR-6.jpg,whites,136.8778783068783,5589,0.35,5.3
4132431-FPXRYVLT-6.jpg,whites,183.06706918238993,10313,2.32,17.02
1886548-LAFPIBLG-6.jpg,whites,165.41628739693758,13812,0.2,5.93
3498219-GHJOZTTK-6.jpg,whites,144.1785347985348,9790,0.65,0.73
980032-HIAOYARC-6.jpg,whites,124.88831662269129,16263,3.79,32.54
2305039-BABTSVHG-6.jpg,whites,146.35595377777778,16244,7.61,34.28
3761709-NJVOQJOU-6.jpg,whites,201.29192650918634,9434,0.2,2.93
2823872-VJUXGTXV-6.jpg,whites,142.35416216216217,9149,0.17,3.08
1837697-LPXKZEST-6.jpg,whites,109.9602902494331,16140,9.78,30.38
807030-6.jpg,whites,167.8377741046832,15562,1.35,17.69
962130-6.jpg,whites,21.31384126984127,10297,0.39,3.91
3750811-MULAGOGP-6.jpg,whites,231.2640568888889,3857,0.06,1.2
4542221-LZCMVSOB-6.jpg,whites,202.85186613119143,9940,1.16,10.72
1409520-6.jpg,whites,147.61682832331329,12326,0.34,7.6
2966989-CSFHWSSX-6.jpg,whites,38.52341333333333,10140,4.67,21.14
2825235-DDVWQUKL-6.jpg,whites,135.6596996491228,15325,3.02,20.37
3787129-MFBLICBH-6.jpg,whites,194.32610666666667,1461,0.05,0.54
4322637-EAIVBNUM-6.jpg,whites,228.60795733333333,4442,0.48,3.83
986672-OAYDUWHJ-6.jpg,whites,82.10433601429848,16049,1.69,8.22
3038253-TLAJKIKX-6.jpg,whites,133.0833710691824,7169,1.08,10.77
1893488-HRVCATUC-6.jpg,whites,138.60104099821746,13254,1.43,10.12
2680516-QEFCEQUZ-6.jpg,whites,176.0185676392573,11102,1.4,10.7
944425-6.jpg,whites,169.25803886397608,9631,0.09,3.31
4194485-SUKUXPBW-6.jpg,whites,143.68914471544716,12935,0.39,1.94
923703-6.jpg,whites,108.97201814058957,5134,1.09,6.67
3160643-EBPAEQCS-6.jpg,whites,140.35823679417123,14754,0.25,9.44
2423543-MFEJELRN-6.jpg,whites,150.2156463306808,12921,0.82,7.79
966163-6.jpg,whites,67.62018133333333,11800,0.3,5.77
1407375-JMSLJKFV-6.jpg,whites,153.12293280106454,13430,1.01,9.69
3723439-DFDCBZUN-6.jpg,whites,197.70574332472006,7185,1.62,6.03
981105-6.jpg,whites,123.6525665601704,15866,0.33,11.06
974406-6.jpg,whites,32.56723108384458,1498,1.61,7.61
2580347-LDNACHDC-6.jpg,whites,75.11151601423488,12980,0.82,11.48
2959214-XTNRCMSG-6.jpg,whites,165.81165991902833,10042,1.11,7.98
4353103-YDGZVOCY-6.jpg,whites,100.89341176470589,15037,0.12,15.41
1977053-HBKEXNLJ-6.jpg,whites,159.69760236511456,15086,0.78,12.13
3327631-AQOSKKZI-6.jpg,whites,156.17721164021165,6583,0.81,8.41
4456807-GCEZOWRI-6.jpg,whites,143.34652475979306,6020,0.04,4.23
2490649-LINGKGML-6.jpg,whites,179.7309063670412,14795,2.61,18.29
898559-6.jpg,whites,158.08040533333335,14961,2.07,17.32
1480280-JKZJACYB-6.jpg,whites,88.43203769140165,15564,0.5,6.56
3132874-HNNLEMLU-6.jpg,whites,181.26357755775578,11936,1.06,9.19
4076381-OSYVMSSB-6.jpg,whites,165.46397916666666,15130,0.86,21.08
2377366-JSBQBRAV-6.jpg,whites,123.62647201946471,16281,3.23,30.33
3906651-BCEQRDSO-6.jpg,whites,103.08760862354892,11068,0.11,6.38
958854-6.jpg,whites,173.045840098401,14351,0.22,0.22
4124951-LLPEINUQ-6.jpg,whites,203.320272,9918,0.25,2.86
3235210-FRYDRUUU-6.jpg,whites,216.7496792189679,2810,0.33,4.6
2912350-FXJNZHNU-6.jpg,whites,79.16530798479087,4793,1.7,9.98
1010586-THDYSLCW-6.jpg,whites,107.25740495867768,15908,5.67,26.97
958729-6.jpg,whites,164.29756896551723,10211,0.46,0.95
3638695-IWNSRFSM-6.jpg,whites,156.32942281879195,10546,0.31,4.97
1061921-WKLZYHDC-6.jpg,whites,62.422044444444445,9457,0.36,2.74
4103895-FCIGVLWW-6.jpg,whites,134.70736723163841,13010,0.14,3.25
2587916-KAUDJMBL-6.jpg,whites,132.0788138238573,14168,0.73,12.3
945722-USUBPRPN-6.jpg,whites,96.50040671971706,8469,0.09,4.11
3317595-LQFXPPVL-6.jpg,whites,108.31976255707762,11702,0.68,7.61
1770965-CPSSPBXH-6.jpg,whites,53.65851428571428,13082,1.31,16.73
4191721-PWCAXACM-6.jpg,whites,56.173588110403394,8719,1.07,2.88
2903980-UBTRQDSN-6.jpg,whites,179.292313503305,11658,0.9,10.68
992743-KOJUSXTI-6.jpg,whites,84.9974054054054,13692,0.93,11.39
3193578-ENJGVHGR-6.jpg,whites,158.33482666666666,12021,5.82,4.02
1559122-KQPLPYMY-6.jpg,whites,104.14545807345807,11643,4.39,23.5
2183507-OGVVLCBT-6.jpg,whites,192.59142304309586,11104,0.59,8.54
852760-SYAETQBO-6.jpg,whites,104.78165066109952,15243,0.17,4.33
2977929-QPAARPJV-6.jpg,whites,161.76393273986153,9626,0.1,5.08
2085292-GKLCREWO-6.jpg,whites,160.59901557632398,8530,0.75,1.84
902512-6.jpg,whites,128.8371009174312,14289,2.35,19.52
2009998-KYKAAKXR-6.jpg,whites,165.22679047619047,12108,0.24,4.91
4190489-VULDFERN-6.jpg,whites,149.81197245179064,9935,0.54,4.84
2102820-PFGITGGY-6.jpg,whites,127.20508176100628,11553,1.16,12.04
4037855-UMHSEFMQ-6.jpg,whites,159.85829150823827,14365,1.63,14.48
909705-6.jpg,whites,122.82545140388768,15540,0.83,14.89
2741162-AGWGKBWV-6.jpg,whites,186.8199182222222,9394,0.17,4.25
4318483-GBIZGBYS-6.jpg,whites,129.58308457711442,13974,0.96,7.47
1951974-LARQQBOE-6.jpg,whites,131.06595035460992,13963,1.63,13.39
902645-6.jpg,whites,80.42190222222223,5669,0.29,6.56
3793675-UTHBZORP-6.jpg,whites,108.45598577777778,15955,1.5,17.31
2630337-YXCQUNLM-6.jpg,whites,147.8156465863454,15697,1.06,18.92
917393-6.jpg,whites,103.36590703851262,11404,2.61,19.81
1979837-RKYKBDUR-6.jpg,whites,140.6130353243417,15273,1.11,15.78
4425275-NIQGWONO-6.jpg,whites,101.62223644444444,15453,0.15,11.22
3721679-JSKCWBLW-6.jpg,whites,129.28661274509804,10615,0.31,5.08
953582-HUOPWTFQ-6.jpg,whites,123.9447111111111,8710,0.22,3.21
2472579-GTCSXFBU-6.jpg,whites,104.91709740840035,12163,0.8,1.71
2109703-RSIAIVAK-6.jpg,whites,141.4195325365206,1848,0.37,5.67
1904398-CORPANBW-6.jpg,whites,134.49802689313518,15469,2.19,11.59
897535-YYBPKGCV-6.jpg,whites,77.105792,15045,3.67,23.4
924010-QBQNIRMV-6.jpg,whites,106.63512605042017,14926,0.67,12.58
3262861-USBSZHMD-6.jpg,whites,102.95941573033708,16170,0.99,22.19
4071125-MWXMJIPG-6.jpg,whites,159.6770137741047,9368,0.65,9.95
1823321-BDHJALCU-6.jpg,whites,98.2089398443029,9747,0.52,5.29
3073317-CYXRLKDP-6.jpg,whites,229.98017508417507,255,0.25,3.84
2837433-LTOIOJZI-6.jpg,whites,62.20901621621621,14031,1.07,10.64
1461553-XLGWDQIJ-6.jpg,whites,116.60601990049751,7408,2.96,9.51
981664-6.jpg,whites,124.11424864864865,11920,0.5,2.72
933459-KYVZVMBT-6.jpg,whites,106.013216,9545,0.24,5.04
3478969-AXEUMNCB-6.jpg,whites,137.45956094276093,6816,2.2,10.16
2369182-ZNTWYMKE-6.jpg,whites,167.5035141700405,14134,1.3,11.63
1889400-XNWXFMRO-6.jpg,whites,152.35452192982456,10188,1.39,9.23
3166709-COXSHTEK-6.jpg,whites,159.32941142443963,13628,1.6,20.52
955353-GXUSBOMW-6.jpg,whites,171.14197740112994,15556,0.25,6.31
2232548-BCWHWPJA-6.jpg,whites,188.12530623306233,9585,0.15,4.41
4255927-SLNRPEQP-6.jpg,whites,138.84447341337906,16090,0.59,14.67
1614915-AXITGXGD-6.jpg,whites,114.3671914893617,8652,1.1,12.32
3987739-SUYTYKOP-6.jpg,whites,82.91099509803922,8207,0.21,3.49
2039732-YXOLIVRU-6.jpg,whites,143.64957943067034,7361,0.13,4.31
4082603-ZMZWMZOL-6.jpg,whites,170.26939837398373,10754,0.08,2.32
2083831-RJUDAOFA-6.jpg,whites,206.25211929824562,10789,0.93,6.58
955055-6.jpg,whites,142.56780313199104,15953,0.51,11.25
2962749-XMQTBEZL-6.jpg,whites,193.52962844444446,11956,1.43,12.64
871825-USCWRXGF-6.jpg,whites,133.0014338358459,13700,0.32,4.55
2241027-HBIZCAGC-6.jpg,whites,144.10204159239453,12492,1.19,11.29
1288730-6.jpg,whites,136.2813952180028,15557,0.61,8.56
3760733-VJWXBISS-6.jpg,whites,163.2565900383142,10332,0.28,1.16
983289-LPAEMRTV-6.jpg,whites,172.18837485172006,14491,5.5,26.77
927887-6.jpg,whites,204.1722074074074,9501,0.12,5.0
2165467-PUNCVGMO-6.jpg,whites,151.0599218472469,6995,0.19,3.31
1946391-SKGTMSKL-6.jpg,whites,88.63813632958802,14300,0.28,4.38
959964-6.jpg,whites,121.68504392764858,12966,1.83,17.0
3596155-YUYKDXQK-6.jpg,whites,142.9752248888889,16096,4.36,31.26
2865863-BKFRQMDK-6.jpg,whites,140.17966666666666,11157,1.27,9.06
3278734-SWDHTIMU-6.jpg,whites,158.83005866666667,1437,0.01,0.71
4557357-RXHJIXTZ-6.jpg,whites,145.317824,15935,8.98,35.93
1657599-CXTRSBIZ-6.jpg,whites,149.90440950639854,10048,0.4,5.57
930697-6.jpg,whites,123.59465209471767,15093,2.31,17.04
4266515-GROHUSLS-6.jpg,whites,210.10088125894134,8290,0.75,7.99
2145153-EGGBWHLG-6.jpg,whites,78.06010780141844,12045,0.25,4.21
3342591-NLFILXXO-6.jpg,whites,116.41879595959595,14008,0.46,6.21
930857-JSTSDNYA-6.jpg,whites,192.75517730496455,10886,4.0,17.15
1875733-IXANRLZM-6.jpg,whites,115.15698710865561,15931,1.65,18.62
711391-6.jpg,whites,75.88489296636085,13248,1.25,16.99
2958814-QUSQFZOF-6.jpg,whites,90.29198850574713,11530,0.86,4.99
2618282-IJNBQESG-6.jpg,whites,128.34655942806077,16182,0.69,17.05
969275-6.jpg,whites,163.69829333333334,14448,1.1,8.06
1821058-YBQCEWDQ-6.jpg,whites,102.01011659192825,15982,1.82,15.84
